id,created_at,text
962465143727812608,2018-02-10 23:15:46,b'@fvdemocratie @ANanninga @APechtold @RvDantzig @D66  https://t.co/vANE8VaCez'
962458916406878209,2018-02-10 22:51:01,"b""@umarebru @Mirjam152 Wordt het onderhand niet eens tijd dat alle 'fatsoenlijke' partijen afstand gaan nemen van het\xe2\x80\xa6 https://t.co/Frg0melYFM"""
962450304150265856,2018-02-10 22:16:48,b'https://t.co/bAPTWuSsH1'
962386181660073985,2018-02-10 18:02:00,b'https://t.co/8IVQCt83Yo'
962321963384483841,2018-02-10 13:46:49,b'@SanderQuote @thierrybaudet @APechtold @YerRamautarsing  https://t.co/mVDAsSN3Uz'
962319227658088448,2018-02-10 13:35:57,b'https://t.co/MRjQfsZ1os'
962238380129038336,2018-02-10 08:14:42,b'RT @DiederikSmit: Rub Grofbeek is een racist en ik neem afstand van hem. Daardoor ben ik een goed mens. Dat ik hem zelf verzonnen heb doet\xe2\x80\xa6'
962237970274242560,2018-02-10 08:13:04,b'@ANanninga @FVDamsterdam Kijk je wel uit voor antifa en andere links-extremistische groeperingen?'
962222184302292992,2018-02-10 07:10:20,b'@ChrisAalberts Maar verder ben jij harstikke objectief en zo.'
962061965328723969,2018-02-09 20:33:41,b'https://t.co/Nkh3GG3OPN'
962061765130444803,2018-02-09 20:32:53,b'@ANanninga @APechtold @fvdemocratie @FVDamsterdam  https://t.co/SG8xx4F2w3'
962046793901985792,2018-02-09 19:33:24,b'@afkaZORNIG Ooit van ironie gehoord?'
962038595111415808,2018-02-09 19:00:49,b'RT @LeaveEUOfficial: Nothing gets past @CNN \xf0\x9f\x98\x82 https://t.co/1Mp4e3nLg2'
961984858519154689,2018-02-09 15:27:17,"b'@MalleHoedEnBril Ok\xc3\xa9 is afgesproken, Heisenberg \xf0\x9f\x98\x82'"
961970334357483520,2018-02-09 14:29:34,b'@GerBStruik  https://t.co/FvR8S6Q2Yp'
961969952847749120,2018-02-09 14:28:03,b'https://t.co/F9Luf8MvSQ'
961932994515697664,2018-02-09 12:01:12,b'@ThinkStraights Journalistiek is ook keuzes maken.\n\nOnze MSM is de afgelopen tijd vooral druk doende geweest met he\xe2\x80\xa6 https://t.co/iOWEXgdWCh'
961857637099888640,2018-02-09 07:01:45,b'@burgercomiteeu @kromst Dat noemt men projectie.'
961719909024714753,2018-02-08 21:54:28,"b""Ontluisterende 'deconstructie' van de 'biased' berichtgeving MSM over NunesMemo. https://t.co/feQwPfbdRr"""
961710490605977601,2018-02-08 21:17:03,b'https://t.co/BsB3wjS6OH'
961699723160809477,2018-02-08 20:34:16,b'Uitstekend item. Pitbull Tom Staal laat i.t.t. MSM Ollongren niet wegkomen met flutsmoesjes en dom gegrinnik.\n\nhttps://t.co/cdPZ3DOLnP'
961668228295643136,2018-02-08 18:29:07,b'@Nevz_89 @KennethManusama Looks like D66\nTalks like D66\nSmells like D66\n\nOver eng gesproken....'
961664252271648769,2018-02-08 18:13:19,b'Hilarische rant Paul J. Watson over de Canadese Jesse Klaver (Trudeau) \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nhttps://t.co/uKd37BB0X2'
961644049710055424,2018-02-08 16:53:02,b'@arnoldkarskens @telegraaf Kan jou toch moeilijk verbazen? NPO is het propagandakanaal van de overheid.'
961596814997753856,2018-02-08 13:45:20,b'@NPORadio1 En jullie spelen een (bedenkelijke) rol in het handboek van demonisering. https://t.co/ceqcJVohAc'
961571134398455810,2018-02-08 12:03:18,b'@derkterhark @D66 @NPORadio1 @denieuwsbv @thierrybaudet @fvdemocratie  https://t.co/FhK7Fs6eVj'
961570339099758592,2018-02-08 12:00:08,b'@derkterhark @D66 @NPORadio1 @denieuwsbv @thierrybaudet @fvdemocratie  https://t.co/6EcjNWiKax'
961210104019410944,2018-02-07 12:08:41,b'@JoostNiemoller  https://t.co/HUYYLGATV8'
961184235657879557,2018-02-07 10:25:54,b'https://t.co/HdPKXIzyTt'
961174647374012417,2018-02-07 09:47:48,b'@arnoldkarskens  https://t.co/5S5KbNZDlM'
961006835363966977,2018-02-06 22:40:58,"b""@wierdduk De digitale lynchmob ruikt bloed. Opgehitst door de eigen linkse 'tolerante' partijen,  aangemoedigd door\xe2\x80\xa6 https://t.co/wfOCIyfQ2u"""
960987897569665027,2018-02-06 21:25:43,b'Ben benieuwd of onze o zo kritische parlementaire journalisten hier ook bovenop zullen zitten... https://t.co/aA8xHIKvsm'
960953979768320000,2018-02-06 19:10:57,"b'@HuubBellemakers Jouw ""woede uitbarsting"" komt enorm oprecht over\xf0\x9f\x98\x82.\n\nWat moet dat toch heerlijk zijn om zo\'n moreel verheven mensch te zijn.'"
960951795173482497,2018-02-06 19:02:16,b'https://t.co/drYHYXuRr2'
960934893600628739,2018-02-06 17:55:06,b'Kijk ze allemaal eens deugen en framen. Wetenschap doet er kennelijk niet toe wanneer het een taboe betreft. \n\nhttps://t.co/asM59r38lp'
960924013034987526,2018-02-06 17:11:52,b'@bpschut @MarcelGelauff @HansNijenhuis @gjhoekman  https://t.co/gnDfsvFj6g'
960885244906917888,2018-02-06 14:37:49,b'@jndkgrf  https://t.co/CNjecgXW49'
960819994039906304,2018-02-06 10:18:32,b'@havdm2 @APechtold Moi'
960791988080709638,2018-02-06 08:27:15,b'@geenstijl  https://t.co/YMZAQgS3bv'
960641275593740289,2018-02-05 22:28:22,b'@APechtold  https://t.co/fi6qTdk3Cq'
960639267579056128,2018-02-05 22:20:23,b'@APechtold Kijk eens aan wie daar uit holletje komt gekropen: ratje Arrogander Penthouse.\n\nDie rassenobsessie is vo\xe2\x80\xa6 https://t.co/QHAeyhihv2'
960635490251796480,2018-02-05 22:05:23,b'@APechtold  https://t.co/jzclsdbZ2f'
960635078928949248,2018-02-05 22:03:45,b'@devineskye @kromst  https://t.co/nAcEyLTllB'
960591749126160386,2018-02-05 19:11:34,b'https://t.co/WYMCOxcbAy'
960547298802626560,2018-02-05 16:14:56,b'@RTLnieuws  https://t.co/lXthYCJyrE'
960466597264715776,2018-02-05 10:54:16,b'@JoostNiemoller @geertwilderspvv @thierrybaudet Een overheidskeurmerk voor grappen? Of een vergunning voor comedian\xe2\x80\xa6 https://t.co/91LSiJNKSd'
960464458861678593,2018-02-05 10:45:46,b'@TPOnl  https://t.co/yo7mK9Edbx'
960240494306525190,2018-02-04 19:55:48,b'@Percolator_HNJ @Martinbosma_pvv  https://t.co/tTjf7uNBoq'
960171749198520320,2018-02-04 15:22:38,b'https://t.co/hSDYVTAqjc'
960171638267547651,2018-02-04 15:22:12,b'https://t.co/WLeZ5rtTs4'
960093947098902528,2018-02-04 10:13:29,b'@BartNijman  https://t.co/Ezc832JCxk'
959933843800281088,2018-02-03 23:37:17,"b'@BartNijman Zij controleren niet de macht, maar staan in dienst van de macht.\n\nPropaganda niets meer en niets minder.'"
959796597956673538,2018-02-03 14:31:55,b'@wierdduk  https://t.co/tamWYqIA5W'
959795830751420417,2018-02-03 14:28:52,b'@omroepbrabant @JoostNiemoller  https://t.co/O9z5q3pHoU'
959778968034512896,2018-02-03 13:21:52,b'@geertwilderspvv  https://t.co/IzUeJoe2bm'
959774663697223681,2018-02-03 13:04:46,"b'RT @teapot_russells: Wel grappig, al die kwaliteitsmedia, die al een jaar lang kritiekloos alle onbewezen roddels over collusion tussen Tru\xe2\x80\xa6'"
959567932706738176,2018-02-02 23:23:17,"b'RT @corinevloet: Als er \xc3\xa9\xc3\xa9n iemand die aantoonbaar de kernwaarden van de democratie bedreigt, dan is het wel deze demos-hatende EU-marionet\xe2\x80\xa6'"
959567686819868672,2018-02-02 23:22:19,"b'@wierdduk Ze zijn aan het radicaliseren, Wierd.'"
959544932464844801,2018-02-02 21:51:54,b'@RTLnieuws  https://t.co/VL8EMzFMbJ'
959544487461687296,2018-02-02 21:50:07,b'@TPOnl  https://t.co/ZWvden4wu6'
959544283731808258,2018-02-02 21:49:19,b'@GerBStruik  https://t.co/8bk6Obt1gv'
959539281726492673,2018-02-02 21:29:26,b'@EWdeVlieger @Nieuwsuur  https://t.co/0p0MsfGjA2'
959537533167206402,2018-02-02 21:22:29,b'@nrc  https://t.co/dVtD8mgffB'
959537391877984256,2018-02-02 21:21:56,b'@nrc  https://t.co/Cr7S1Y7gui'
959536831523061765,2018-02-02 21:19:42,b'@nrc  https://t.co/oQj87ch63C'
