Expected Annual Damage,Expected Evacuation Costs,Expected Number of Deaths,Total Construction Costs
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1187041.8068063746,93.93783393681923,0.00026247083347345675,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
152042.31316138452,11.68380479238753,2.1765242640314713e-05,319868030.4891315
9763119.84901032,155.3249535762676,0.0011697207313765541,319868030.4891315
1409190.9789080063,95.6902944784232,0.00016202899521917746,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1136753.2895196371,93.70859988599753,0.00015140809593506958,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1007220.9555954565,45.68483672742114,7.78813653047251e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
3629213.4193836916,320.8030676737686,0.00044485261994537577,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
872465.657519975,47.50955534279715,0.0003854134863875949,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
51302973.89435548,745.9160184685144,0.0071893278586266825,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2041816.1054266915,94.34100959574087,0.00015479749804533834,319868030.4891315
1594286.8737752438,92.69275217012229,0.0001459636564540618,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
14349460.99369719,942.9686882417168,0.0011127752131368477,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2662971.1483297953,126.82342240121886,0.0004353817354970881,319868030.4891315
1700689.5555277718,95.60036642904468,0.0001615470255156137,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2894977.7927967203,253.9785473871605,0.0003582778401950994,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
18197474.23210838,435.08767899210045,0.00254849159673222,319868030.4891315
430762052.5457885,5973.12614369427,0.0673457088476216,319868030.4891315
682613.8176425552,45.9362306176841,7.922871176231153e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
6887961.365951877,159.63584237772795,0.0011867736108096068,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
170016.3210866108,11.338723952509039,1.991578063984641e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
12646940.041188765,1195.1468571632158,0.0014017373714764005,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
6289654.599892939,194.0343044102549,0.001564099265913563,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1024620.3701025675,46.07013432572852,7.9946369166406e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
4369736.276703581,70.34937475076231,0.0005243755489018837,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
11200104.948576838,209.39911518807216,0.0015800857042582096,319868030.4891315
2775764.6823495864,85.92995117793586,0.0006880993167428422,319868030.4891315
0.0,0.0,0.0,319868030.4891315
561966.9761154489,45.4203430684842,7.646381058989091e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
513341.0116606592,43.51328901144069,6.624294752318794e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2222215.9317043507,186.29879433092873,0.00029044386940784166,319868030.4891315
0.0,0.0,0.0,319868030.4891315
46072093.144269,637.4971082312908,0.005370539924770217,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1124876.6431265941,93.2428115578507,0.0001489117017177825,319868030.4891315
717547.4471655338,47.090541191079495,8.541524342540038e-05,319868030.4891315
33590183.9419756,2769.4974163014385,0.0028824984944797556,319868030.4891315
983148225.8032615,7796.4401497450135,0.08645520585393737,319868030.4891315
13689382.763414325,295.83874488228275,0.00233702441384123,319868030.4891315
11849621.413576173,772.4502994807215,0.0009316521951361799,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1999198.4591488533,93.39727227919767,0.0001497395345084896,319868030.4891315
17852822.157915305,1179.6533629321766,0.0013700336275835959,319868030.4891315
59792.918506890484,2.6685827756100853,4.700809008382397e-06,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
223975150.7881466,3057.93663048592,0.035857556465844445,319868030.4891315
20334057.37928683,420.3393616725972,0.0034521290800671933,319868030.4891315
0.0,0.0,0.0,319868030.4891315
37493335.35855221,818.9485841694434,0.006236153085414872,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
830310.3224805886,46.07013432572852,7.9946369166406e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
41856.64131157141,2.7275787163010503,5.016997964362226e-06,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
4182320.559426192,193.77907022339025,0.0015427936862091973,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
11019754.622856354,719.2277582720742,0.0008648408716339172,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1158616.6100824736,94.56605401872876,0.00015600362443844663,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
177607.6084867995,11.58956256937698,2.126015110767836e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2031843.0851563367,94.12016418991024,0.00015361387629976255,319868030.4891315
2219612.929887618,127.5372713584436,0.0004418492511210437,319868030.4891315
1000880.7750522438,45.54443796083412,7.712889761104857e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
23710786.78618198,280.6052509352916,0.002276764233728447,319868030.4891315
53230061.68515984,827.9588007626353,0.0075138701373187,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
5566507.59672934,265.4948610303993,0.000905915753519101,319868030.4891315
6799166.6824041875,263.56272233507667,0.0008884104576533901,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2488876.4915553844,181.38590693492995,0.0002641132317674591,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
803893.9966033469,45.34826825502503,7.60775253683454e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
4062711.734220446,251.46061310155707,0.0003447829623498397,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
97608253.72691432,1272.4971093644208,0.013525047486016996,319868030.4891315
0.0,0.0,0.0,319868030.4891315
16332744.223623157,733.5290585103331,0.0020269672466166158,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
98156859.13235599,903.1261016641814,0.009164504627822707,319868030.4891315
77744278.37887064,779.9166998811696,0.007323826693431986,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2117682.5688968296,96.02101820494842,0.0001638015102190745,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
575786.4563986157,45.962327093597985,7.936857591868098e-05,319868030.4891315
2801446.7087834454,250.13547381112593,0.00033890226915458466,319868030.4891315
29568911.159621313,1158.7725051913394,0.008832806624866584,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
24695717.8136837,308.7066150931265,0.002387926733379455,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
253366.61299939145,20.298402921862344,3.479434271344463e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2465310.261531084,40.69644695527505,0.00029685684075250664,319868030.4891315
99577041.7854977,943.6457612060326,0.009324791032937464,319868030.4891315
0.0,0.0,0.0,319868030.4891315
73109927.22284918,880.8938677574553,0.00846181884960926,319868030.4891315
3103132.827305904,183.94385632327388,0.00027782257069954534,319868030.4891315
0.0,0.0,0.0,319868030.4891315
300953.1751979059,20.306041714420626,3.4835282849590606e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
163387.91470680374,11.11970177607186,1.874193049875177e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
49549.0821274828,2.6985149648362303,4.861230684022443e-06,319868030.4891315
0.0,0.0,0.0,319868030.4891315
150307.47505498922,11.615766449370376,2.140059089659762e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
546635.0950424301,44.81904443450865,7.324114840191525e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
831858.7992198615,46.112448795369325,8.017315371839162e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
3520805.945125929,193.75214370443987,0.0015405460049612196,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
3628484.276575466,320.7744715365777,0.00044469935884541617,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
10968985.001399636,446.79724430472794,0.001666591857960796,319868030.4891315
0.0,0.0,0.0,319868030.4891315
170148.9937266907,11.343107849439754,1.993927615118857e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1459158.9365131003,93.91433498947842,0.00046679960973756214,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2365944.7718686257,139.99455382427396,0.0002122697979194237,319868030.4891315
961638.3758298111,44.67544307792913,7.247151641567394e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
4415691.003834455,213.87689554549368,0.0003172154746598767,319868030.4891315
1368974.9807344617,94.36143880137891,0.0001549069884463141,319868030.4891315
0.0,0.0,0.0,319868030.4891315
664327.7706948778,45.33200547344525,7.599036493207105e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1017583.3338932735,45.91430418848252,7.911119698627076e-05,319868030.4891315
2069127.7770448544,94.94580704314558,0.00015803891213645146,319868030.4891315
6936444.094898189,162.0857050969833,0.0011964647013255208,319868030.4891315
688892.463053173,46.14369565590205,8.034062137962013e-05,319868030.4891315
64598.68742996086,2.775003093565176,5.271169084603955e-06,319868030.4891315
455981.61917273485,31.128234038279263,0.00010740556712577351,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2672553.5534353503,127.14971693455587,0.00043833798411384387,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
833495.5220782643,46.15717472372577,8.041286249202279e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1647998.498120526,94.16050356739868,0.00015383007533826515,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
5313106.970443026,258.09582475933905,0.00038034440305588767,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
20125927.59603649,312.70383271574656,0.002403738802148921,319868030.4891315
0.0,0.0,0.0,319868030.4891315
96478783.50888814,3900.9504597608197,0.028113303292436227,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
963776.6485825883,44.72279359974321,7.272529170736592e-05,319868030.4891315
26828606.017987296,1829.475856115125,0.001911367673039356,319868030.4891315
0.0,0.0,0.0,319868030.4891315
2058340.7310276849,143.35520683124562,0.00023028122977794774,319868030.4891315
0.0,0.0,0.0,319868030.4891315
4313251.670362346,320.9921256479314,0.00044586587683678356,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
727115.1428784837,43.25016991579945,6.483275978527288e-05,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
19323793.173324168,1563.078620514191,0.0017462676948952953,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
0.0,0.0,0.0,319868030.4891315
1606870.8567717152,93.03662854421292,0.00014780666311581497,319868030.4891315
7537265.559622185,418.551465637325,0.003251273479598312,319868030.4891315
