Category,Item_Variant,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16
Toko Bu Dewi,Tortilla Chips Nacho Cheese,0.09,0,0,0.1,0,0.09,0.1,0.08,0,0,0,0,0.08,0,0.08,0
Toko Bu Dewi,Tortilla Chips Roasted Corn,0,0.09,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0
Toko Bu Dewi,cheese stick,0,0.28,0.11,0.3,0.16,0.09,0.2,0.08,0.1,0,0,0,0.16,0.07,0.08,0
Toko Bu Dewi,kacang medan,0,0.28,0.45,0.3,0.16,0.28,0.1,0.23,0.2,0.16,0.08,0,0,0,0,0
Toko Bu Dewi,kerupuk putih,0,0.55,0.33,0.2,0.08,0.19,0.1,0,0,0,0,0,0,0,0,0
Toko Bu Dewi,kerupuk udang,0,0.28,0.22,0.2,0.16,0.19,0.2,0,0,0.08,0,0,0,0,0,0
Toko Bu Dewi,samosa,0,0,0,0,0.08,0,0,0,0.2,0.08,0.08,0.23,0.08,0,0,0
Toko De kaas Deli,Baked Potato with Broccoli and Cheese Cup Cake Size,0,0,0,0.1,0,0.09,0.1,0,0,0,0,0,0,0,0,0
Toko De kaas Deli,Macaroni and Cheese,0,0,0,0,0.08,0.09,0,0.08,0.1,0,0,0,0,0,0,0
Toko De kaas Deli,Smoked Beef Baked Potato,0,0,0,0,0.08,0.09,0,0,0.1,0,0,0,0,0,0,0
Toko De kaas Deli,Smoked Beef Mac and Cheese,0,0,0,0,0,0,0.1,0.08,0,0,0,0,0,0,0,0
Toko Mas Gilang,Bubur Priyai,1.22,0.28,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Toko Mas Gilang,Sale Pisang Kripik,0.17,0.18,0.33,0.1,0.16,0.28,0.1,0,0.3,0,0,0,0,0,0,0
Uncategorized,Custom Amount,0.09,0.18,0.22,0.1,0.25,0.38,0.2,19.42,3.05,0.32,0.51,3.26,0.24,0,0.08,0.12
Uncategorized,Eatopia Tea,0.26,0,0,0,0,0,0.1,0,0,0.16,0,0,0.08,0.07,0,0
Uncategorized,Es Batu,0,0.18,0,0,0.08,0.09,0,0.15,0,0,0,0,0,0,0,0
Uncategorized,Mixed Juice (2mix),0.09,0,0,0,0.08,0,0,0,0.1,0,0,0,0,0,0,0
Uncategorized,Nasi Putih,0.26,0.18,0.56,0.41,0.08,0.47,0.2,0.46,0.3,0,0,0,0,0,0,0
Uncategorized,Nasi Putih 1/2,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
