inertia,max_P,reliability,utility
0.0,0.18687914222508362,1.0000000000000007,0.0
0.0,0.09187787800135526,1.0000000000000007,0.0
0.0,6.155028316807834,0.24330000000000007,0.0
0.0,0.0476103301853975,1.0000000000000007,0.0
0.0,0.1167630957096566,1.0000000000000007,0.0
0.0,7.900391743723495,0.3655999999999996,0.0
0.0,0.053900160161830066,1.0000000000000007,0.0
0.0,0.1669768116882032,1.0000000000000007,0.0
0.0,7.243698788351956,0.38039999999999996,0.0
0.0,0.1513037753235086,1.0000000000000007,0.0
0.0,0.046425208839842094,1.0000000000000007,0.0
0.0,0.05607051204859087,1.0000000000000007,0.0
0.0,0.14259640310590896,1.0000000000000007,0.0
0.0,0.06557252246443078,1.0000000000000007,0.0
0.0,0.06807786203131591,1.0000000000000007,0.0
0.0,0.18405522047996076,1.0000000000000007,0.0
0.0,3.9239995021259335,0.34570000000000006,0.0
0.0,10.216323485388395,0.09349999999999996,0.0
0.0,0.037116266472269746,1.0000000000000007,0.0
0.0,0.030083017337958682,1.0000000000000007,0.0
0.0,5.084708150161618,0.5321000000000004,0.0
0.0,0.03516980873619634,1.0000000000000007,0.0
0.0,6.769110701863588,0.09950000000000005,0.0
0.0,0.07337108178687377,1.0000000000000007,0.0
0.0,0.22873445420495053,1.0000000000000007,0.0
0.0,7.305017723991724,0.26179999999999987,0.0
0.0,0.09741871196203025,1.0000000000000007,0.0
0.0,0.1121469074744699,1.0000000000000007,0.0
0.0,0.08952321459249621,1.0000000000000007,0.0
0.0,0.0633273971682646,1.0000000000000007,0.0
0.0,6.403104172444484,0.1710999999999999,0.0
0.0,0.07298233505667417,1.0000000000000007,0.0
0.0,0.12493509826640127,1.0000000000000007,0.0
0.0,0.06018193701342737,1.0000000000000007,0.0
0.0,0.07215935283379259,1.0000000000000007,0.0
0.0,6.969008710558537,0.17099999999999987,0.0
0.0,8.230404145351997,0.29760000000000014,0.0
0.0,4.333001741568937,0.3543000000000001,0.0
0.0,0.1645105138959594,1.0000000000000007,0.0
0.0,0.14791718626262199,1.0000000000000007,0.0
0.0,0.12320405832187274,1.0000000000000007,0.0
0.0,6.2003320414279095,0.5142999999999999,0.0
0.0,0.10132613757180894,1.0000000000000007,0.0
0.0,0.07450157561822784,1.0000000000000007,0.0
0.0,10.327297642564908,0.12040000000000028,0.0
0.0,0.27064612935653776,1.0000000000000007,0.0
0.0,0.14667065641824237,1.0000000000000007,0.0
0.0,0.051229084908900456,1.0000000000000007,0.0
0.0,9.466549453112712,0.10570000000000004,0.0
0.0,0.13445217655946212,1.0000000000000007,0.0
0.0,0.2341852215856245,1.0000000000000007,0.0
0.0,0.06664259656290579,1.0000000000000007,0.0
0.0,0.08298792813597775,1.0000000000000007,0.0
0.0,0.10803788817249814,1.0000000000000007,0.0
0.0,0.06669983594920458,1.0000000000000007,0.0
0.0,0.1204455591406575,1.0000000000000007,0.0
0.0,4.409307707098992,0.31079999999999985,0.0
0.0,0.11061992729319246,1.0000000000000007,0.0
0.0,0.06310251814332672,1.0000000000000007,0.0
0.0,6.799075753224688,0.6133,0.0
0.0,0.07533963675465233,1.0000000000000007,0.0
0.0,5.75487061242875,0.18760000000000004,0.0
0.0,0.11518092326586013,1.0000000000000007,0.0
0.0,0.08088659755478411,1.0000000000000007,0.0
0.0,0.10330068696398534,1.0000000000000007,0.0
0.0,0.14632578076260394,1.0000000000000007,0.0
0.0,0.07428672122246746,1.0000000000000007,0.0
0.0,0.1351064768457395,1.0000000000000007,0.0
0.0,0.0831363367542237,1.0000000000000007,0.0
0.0,5.315721358025206,0.32930000000000015,0.0
0.0,0.1475760446656803,1.0000000000000007,0.0
0.0,0.18001071587470505,1.0000000000000007,0.0
0.0,0.05983932899304683,1.0000000000000007,0.0
0.0,0.18829012181267707,1.0000000000000007,0.0
0.0,0.10701313230440018,1.0000000000000007,0.0
0.0,0.09928590655367336,1.0000000000000007,0.0
0.0,0.10414113813619721,1.0000000000000007,0.0
0.0,3.627219707800508,0.11280000000000012,0.0
0.0,9.844455139804259,0.1574,0.0
0.0,0.0720751395088549,1.0000000000000007,0.0
0.0,3.5830682512557397,0.5597000000000001,0.0
0.0,0.19132805373479153,1.0000000000000007,0.0
0.0,8.494794316374161,0.05470000000000009,0.0
0.0,0.03134520948199106,1.0000000000000007,0.0
0.0,3.859903763204828,0.8553000000000001,0.0
0.0,0.1040670007058242,1.0000000000000007,0.0
0.0,0.11052320729704518,1.0000000000000007,0.0
0.0,0.2033612182510584,1.0000000000000007,0.0
0.0,0.07283928304098841,1.0000000000000007,0.0
